id|latitud|longitud|autor|barrio|verso
507|40.3900935|-3.7352228|﻿JRA|﻿CARABANCHEL|Que la vida te despeine
1142|40.3883969|-3.7315878|﻿Rosendo|﻿OPORTO|Y tú mientras asumiendo, rebuscando, renegando de tu tiempo
917|40.3869914|-3.7296009|﻿Javier Gallego Crudo|﻿CARABANCHEL|Nosotros que habitamos&lt;br&gt;en el corazón de los desiertos.
845|40.3861455|-3.7277783|﻿pablo abad|﻿CARABANCHEL|¡Qué bonita Madrid vestida de rebeldía!
655|40.3853017|-3.7216655|﻿ANA CORDOBA DEL POZO|﻿CARABANCHEL|Si hay paz bajo tus pies...&lt;br&gt;ahí está tu casa
1048|40.385006|-3.7182034|﻿Antonio Remache|﻿PLAZA ELÍPTICA|Me falta un beso y me sobra una despedida
785|40.3851331|-3.7161095|﻿C. TANGANA|﻿PZA. ELÍPTICA|Antes de morir, quiero el cielo&lt;br&gt;El ciento por ciento, por cierto
195|40.3850913|-3.7116355|﻿Toño Soria|﻿USERA|Miro a las nubes&lt;br&gt;Pero es que no hay forma
877|40.3855714|-3.708677|﻿Enrique Cabezón|﻿USERA|El amor es un mundo de olores
235|40.3857676|-3.7058016|﻿Antonino Nieto|﻿USERA|Viva el nacido sin dueños ni futuros&lt;br&gt;que lo ahorquen al pie de un sueño
89|40.3861455|-3.7039456|﻿TRINIDAD RUIZ MARCELLÁN|﻿USERA|NO TE APARTES DE TI.
236|40.3863988|-3.7019983|﻿Negrotesco|﻿USERA|Me temo lo mejor
846|40.3873979|-3.700684|﻿El Chico Burbuja|﻿USERA|El destino se escribe&lt;br&gt;con la planta de los pies
508|40.388258|-3.6997425|﻿Luz Pichel|﻿USERA|No era fácil vivir entonces&lt;br&gt;dentro del invierno allá
217|40.4080748|-3.7197948|﻿MAISA LAZARO MARTIN|﻿ARGANZUELA|Del sí al no sólo hay un pétalo
847|40.4042382|-3.7205726|﻿Antonio Gala|﻿IMPERIAL|Voy a hacerte feliz. Sufrirá tanto que&lt;br&gt;le pondrás mi nombre a la tristeza
786|40.4072794|-3.7169113|﻿María Dorado Rodríguez|﻿ARGANZUELA|Desde que llegaste,&lt;br&gt;le pongo tu nombre a los domingos.
918|40.4033231|-3.7136203|﻿Daniel Velázquez|﻿PIRÁMIDES|¿Vidas malvividas o quizá&lt;br&gt;deudas de vidas ya vividas?
656|40.4025307|-3.7112009|﻿Gata Cattana|﻿PIRÁMIDES|Ante un folio en blanco&lt;br&gt;jurando bandera
657|40.4015215|-3.7049541|﻿Tulia Guisado Muñoz|﻿ACACIAS|Me duele la vida&lt;br&gt;donde a otros les late el corazón.
148|40.3989664|-3.7031543|﻿María Antonia Ortega|﻿ARGANZUELA|De la humillación del poeta&lt;br&gt;nace la poesía
352|40.3991746|-3.7100007|﻿Federico Mayor Zaragoza|﻿ARGANZUELA|Seguís mirando relojes&lt;br&gt;que nunca han dado la hora
787|40.3983514|-3.708732|﻿Miguel Losada|﻿ARGANZUELA|La locura del mundo te construye
509|40.3971054|-3.7043908|﻿Tíndaro del Val Méndiz|﻿ARGANZUELA|Tengo un pálpito en tu corazón.
1108|40.4024223|-3.7006679|﻿Begoni|﻿ARGANZUELA|Nos conocimos en un abrir y cerrar de apps.
510|40.4060642|-3.6918261|﻿Luisgé Martín|﻿ATOCHA|Ningún final es feliz: si es feliz, no es todavía el final
511|40.405098|-3.6932623|﻿Marta Oliva|﻿ARGANZUELA|A veces hablo conmigo de ti
196|40.404326|-3.6957193|﻿Teyi|﻿ARGANZUELA|Paso a paso todo pasa.
658|40.4033651|-3.697008|﻿Ángelo Néstore|﻿CENTRO|Mancho la tierra con la semilla última de la esperanza.
659|40.4028584|-3.6938054|﻿Tardor|﻿ARGANZUELA|Les teves passes et faran volar&lt;br&gt;cap els teus somnis.
966|40.4027186|-3.690619|﻿Fernando Beltrán|﻿DELICIAS|Aceras y portales donde hicimos ciudad y la ciudad se acuerda
353|40.4029432|-3.6883886|﻿lapolacaescribe|﻿ARGANZUELA|Me despeinas las ideas
512|40.402115|-3.6959527|﻿Antonio Gómez Rufo|﻿DELICIAS|Vivir es un trabajo que al final siempre está mal pagado
788|40.4005064|-3.6994287|﻿Irene Hurtado Vaquerizo|﻿ARGANZUELA|No me importaría hacerte rutina
513|40.4006473|-3.6940684|﻿KASEO|﻿DELICIAS|Cuanto más amor das mejor estás
514|40.3980665|-3.7019434|﻿Irene Chapado Pinto|﻿ARGANZUELA|Escuchar también es camino
878|40.3989561|-3.6981171|﻿Coque Malla|﻿EMBAJADORES|-Me dijiste que te irías,&lt;br&gt;pero llevas en mi casa toda la vida.
218|40.3984331|-3.6941099|﻿María Díaz Torres|﻿ARGANZUELA|Los niños nos harán libres
1060|40.3974016|-3.6968591|﻿Bella|﻿ARGANZUELA|The only way to fly is not to fear the heights
515|40.3964415|-3.6983451|﻿Nieves Vázquez Recio|﻿LEGAZPI|Debajo del asfalto también hay cebras
516|40.3961218|-3.6946344|﻿Felipe Gonzalez Andersen|﻿ARGANZUELA|Pasar por la vida,&lt;br&gt;no dejar que la vida pase.
879|40.3941088|-3.6983317|﻿Alexandra Arenaza López de Alda|﻿ARGANZUELA|Entre tu cuerpo y el mío&lt;br&gt;solo cabe un verso
789|40.3916676|-3.6951225|﻿Jorge Drexler|﻿LEGAZPI|Amar la trama más que el desenlace
59|40.3922907|-3.6914062|﻿Tarque|﻿LEGAZPI|Difumínate conmigo&lt;br&gt;antes de que todo muera
957|40.3877983|-3.6953854|﻿Benito del Pliego|﻿LEGAZPI ©|Para el que aprendió las del que manda, la oportunidad de usar la voz abunda
517|40.3901159|-3.690383|﻿Rayden|﻿LEGAZPI|Si me voy has de saber que no salvé los muebles de tus llamas
660|40.3873754|-3.6909556|﻿Cristina Medina Hijon|﻿ARGANZUELA|Mis huellas aún persiguen tu sombra
661|40.3893899|-3.6868036|﻿Jordi Doce|﻿LEGAZPI|Esto quiero: vivir en los comienzos
132|40.3861894|-3.6892712|﻿Carmen Lázaro diaZ|﻿ARGANZUELA|Camino de pasos en versos
1049|40.3999253|-3.6909676|﻿Nach|﻿DELICIAS|No hay certeza más bella que el hecho de saber que aún queda tiempo.
662|40.3993074|-3.6883674|﻿Montserrat Momblán Amador|﻿ARGANZUELA|Anda con el corazón&lt;br&gt;y tus pies te seguirán
1103|40.4005636|-3.6859748|﻿Lola Mascarell|﻿MÉNDEZ ÁLVARO|Quizás lo que nos salva&lt;br&gt;son los raros momentos&lt;br&gt;en que no pasa nada.
1069|40.3992819|-3.6845425|﻿Óscar Ayala|﻿ARGANZUELA|El mundo no transforma la palabra,&lt;br&gt;pero sí la manera de estar en la palabra.
518|40.3976427|-3.6828635|﻿Belén Olavarría Muñoz|﻿ARGANZUELA|Los poetas son filósofos de breves teorías.
848|40.3960309|-3.6805245|﻿Judith Rico|﻿MÉNDEZ ÁLVARO|Ojalá algún día te hagas casualidad&lt;br&gt;mientras camino por estas calles
880|40.3947808|-3.6796823|﻿Crisma|﻿ARGANZUELA|Madrid se viste de personas,&lt;br&gt;no hay (de)sastre más bonito.
790|40.3931415|-3.6772429|﻿Lina Troncone|﻿ARGANZUELA|Me alejo para ver cuando te acercas.
663|40.3938789|-3.6825497|﻿Ale Oseguera|﻿MÉNDEZÁLVARO|¿Pero a quién le importa la calle si existe el cielo?
519|40.4051346|-3.682909|﻿Pista 13|﻿RETIRO|Tienes los defectos más bonitos que he visto nunca.
1061|40.4062072|-3.6797736|﻿Fangoria|﻿PACÍFICO|Todo en este plan espectacular, una vieja superstar se ha cansado de esperar
967|40.4044158|-3.680672|﻿Sule B|﻿PACÍFICO|Me marcho pensando en volver,&lt;br&gt;y en volver a caer a tu lado como un gato
940|40.4032516|-3.6817878|﻿Sara Bueno|﻿PACÍFICO|Que los recuerdos sean alas, nunca cadenas
354|40.4066043|-3.6775057|﻿Clara Garvayo Molina|﻿RETIRO|Un sueño hecho realidad,&lt;br&gt;mi vida con dos mamás
355|40.4024673|-3.6773623|﻿Guillermo Lago Núñez|﻿RETIRO|Cruza a nado este estrecho
664|40.4030086|-3.6729795|﻿Maria y Gaby|﻿RETIRO|La vida es como un juego&lt;br&gt;y gana quien mejor se lo pasa.
237|40.4011764|-3.6751856|﻿Rosendo|﻿PACÍFICO|No se si estoy en lo cierto, lo cierto es que estoy aquí
294|40.4002939|-3.6727059|﻿Eduardo Martínez|﻿RETIRO|El verano vació las calles&lt;br&gt;y llenó los barrios
520|40.3979046|-3.6704327|﻿Elena Román|﻿PACÍFICO|Por tu forma de venir, creí que te ibas.
521|40.4051634|-3.6590521|﻿Monica ORTIZ GARCIA|﻿PUENTE DE VALLECAS|¿Nos apostamos un beso?
881|40.4024917|-3.6601907|﻿Victor Baeza rueda|﻿PUENTE DE VALLECAS|Los pájaros no llaman hogar al nido,&lt;br&gt;llaman hogar al mundo.
791|40.4016605|-3.665008|﻿Luis Farnox|﻿PUENTE DE VALLECAS|Los barrios nos hicieron patriotas de la infancia.
522|40.3996598|-3.667426|﻿Edel|﻿PUENTE DE VALLECAS|Entre el polvo, mariposas
523|40.3994994|-3.6607552|﻿Marlango|﻿PUENTE DE VALLECAS|Ven de frente vida, colecciono cada herida
1050|40.4002225|-3.649883|﻿Elena Grausen|﻿PUENTE DE VALLECAS|Quererte como sólo tú me enseñaste a querer; por encima de mis posibilidades.
356|40.3967143|-3.6542282|﻿Iván Ferreiro|﻿PUENTE DE VALLECAS|Pensé que estaba solo y descubrí que estaban todos los que importan
968|40.3977652|-3.6480725|﻿Pepe Ramos|﻿PUENTE DE VALLECAS|El gotelé es la celulitis de la arquitectura.
665|40.3969502|-3.6496443|﻿Mrt|﻿PUENTE DE VALLECAS|Susurros fuertes, que hablan.&lt;br&gt;Gritos débiles, que callan.
792|40.3951587|-3.6518558|﻿Carlos Utrilla Paniagua|﻿PUENTE DE VALLECAS|No me pises que llevo almas
303|40.3946204|-3.6571088|﻿Eva Gallud|﻿PUENTE DE VALLECAS|El vuelo no está en las plumas&lt;br&gt;sino en la ligereza de los huesos huecos.
524|40.3941312|-3.6404322|﻿Diana Cuéllar Sanz|﻿PUENTE DE VALLECAS|En la jungla de Madrid,&lt;br&gt;el rey es el gato
525|40.3925184|-3.6411027|﻿Javier Krahe|﻿PUENTE DE VALLECAS|Me gustas democracia porque estás como ausente
793|40.3908821|-3.6427617|﻿Carmen Colmenarejo|﻿PUENTE DE VALLECAS|Cristal de un viento roto,&lt;br&gt;en la infinitud de lo perfecto.
295|40.3891375|-3.6393902|﻿Luis Ramiro|﻿PUENTE DE VALLECAS|Qué tóxica es la mano que te abraza poniendo alrededor una frontera
526|40.3874194|-3.6354567|﻿Elisa Cañadillas|﻿PUENTE DE VALLECAS|Seamos libres juntos.
794|40.3984924|-3.6688006|﻿María Nieto|﻿PUENTE DE VALLECAS|Se llamará Lucha: será niña
1139|40.3966519|-3.6662055|﻿Pablo Piñeiro|﻿PUENTE DE VALLECAS|Todo lo que soy se lo debo a cada grieta&lt;br&gt;de las manos de mi madre.
149|40.3934214|-3.6601987|﻿Rafa Pons|﻿PUENTE DE VALLECAS|También le duele el golpe al que ha vencido en un ring
978|40.3927829|-3.6585707|﻿Ismael Serrano|﻿PUENTE DE VALLECAS|La excusa más cobarde es culpar al destino
1070|40.3916624|-3.6541504|﻿Fito Páez|﻿PUENTE DE VALLECAS|Ella se vuelve carmesí, no sé si es Baires o Madrid
969|40.3912642|-3.6513246|﻿Álvaro Gutiérrez Pizarro|﻿PUENTE DE VALLECAS|Como segundos de un reloj&lt;br&gt;se oía el taconeo de tus pies descalzos
1146|40.3900067|-3.6462593|﻿Consuelo Sánchez Naranjo|﻿PUENTE DE VALLECAS|Rugen tu hambre y tu sed y ninguna justicia acallará sus gritos
219|40.3871241|-3.6405127|﻿ANA LAMONA|﻿PUENTE DE VALLECAS|Paso de cebra. Paso de ti.
296|40.3855571|-3.6363191|﻿laurabatu|﻿PUENTE DE VALLECAS|Lo que creas, envuelve
1141|40.397037|-3.667713|﻿Javier Das|﻿PUENTE DE VALLECAS|En la mano del niño / la avioneta de plástico&lt;br&gt;y en este poema / su pista de despegue
126|40.3961484|-3.6683217|﻿Bacø|﻿PUENTE DE VALLECAS|Al otro lado del espejo&lt;br&gt;Nada la realidad.&lt;br&gt;(ALICIA MIRANDO UN CHARCO)
882|40.394458|-3.6665436|﻿shemavallejo|﻿PUENTE DE VALLECAS|Siempre que veo un espacio en blanco,&lt;br&gt;lo lleno de ti.
666|40.3884929|-3.6645667|﻿arbarroso19|﻿PUENTE DE VALLECAS|De mayor quiero recorrer el horizonte
527|40.3919419|-3.6612931|﻿JUAN F. RIVERO|﻿PUENTE DE VALLECAS|Silencio, muerdo&lt;br&gt;la parte vegetal del corazón.
357|40.3909005|-3.6576949|﻿Ricardo Domínguez|﻿PUENTE DE VALLECAS|Madrid, Km 0 de mis pasos
883|40.3894969|-3.6528254|﻿Laura Gómez-Palma|﻿PUENTE DE VALLECAS|Revive el viento en el horizonte&lt;br&gt;donde el camino se abre para dejarse andar
884|40.3869054|-3.6533403|﻿Mr. Zeta|﻿PUENTE DE VALLECAS|La mejor idea siempre es seguir pensando
849|40.3843875|-3.6528885|﻿Eu Fletcher|﻿PUENTE DE VALLECAS|Los amores vienen y van,&lt;br&gt;como si fueran rumores
908|40.3878412|-3.6487162|﻿Verónica Aranda|﻿PUENTE DE VALLECAS|Percibir en las calles todo el peso que tienen las palabras
528|40.3923919|-3.6721534|﻿Andrés D López|﻿PUENTE DE VALLECAS|Sonríe, es gratis.
1099|40.3883192|-3.6699513|﻿Lara López|﻿ENTREVÍAS|Suena un lied de Strauss. Parece que va a llover. Madrid se ha quedado callada.
667|40.3862925|-3.6676854|﻿Antoine Lamarck|﻿PUENTE DE VALLECAS|Doy un paso y otro paso y otro paso&lt;br&gt;y otro paso y no avanzo.
220|40.3813085|-3.6617183|﻿Diego Doncel|﻿PALOMERAS BAJAS|A veces la democracia medita cómo no ser democracia
885|40.3815945|-3.6571357|﻿Mosquetera|﻿PUENTE DE VALLECAS|Me da miedo que el futuro llegue&lt;br&gt;demasiado tarde
133|40.3812706|-3.6534047|﻿Manuel Marcos|﻿PUENTE DE VALLECAS|Tenemos un plan
150|40.3821921|-3.649781|﻿Antonio vega|﻿PUENTE DE VALLECAS|Me da miedo la enormidad / donde nadie oye mi voz
358|40.3851592|-3.6472001|﻿Paula Romero Armas|﻿PUENTE DE VALLECAS|Madrid, me enamoras.
1158|40.3877595|-3.6447063|﻿Sol Aguirre|﻿PUENTE DE VALLECAS|Algún día no es un día de la semana
795|40.3818632|-3.6474878|﻿Maria Quiroga|﻿PUENTE DE VALLECAS|Ella decidió no ser poesía;&lt;br&gt;al verse imperfecta, real y libre
886|40.3800504|-3.6706883|﻿adictaalvinagre|﻿PUENTE DE VALLECAS|¿Te quedas a equivocarte conmigo?
796|40.3856041|-3.6709724|﻿Violeta Castaño Ruiz|﻿ENTREVÍAS|solo en un susurro se pueden contener&lt;br&gt;muchos miedos
797|40.3841658|-3.6702705|﻿F.Varez|﻿PUENTE DE VALLECAS|Tú que ya no sabes,&lt;br&gt;yo que ya no espero.
668|40.3822688|-3.6691338|﻿Ana Iglesias Arnaiz|﻿PUENTE DE VALLECAS|Nos vemos a la luna en punto
669|40.3826646|-3.6686606|﻿OUKA LEELE|﻿ENTREVÍAS|Una sonrisa podría ajustar todas las tuercas del Universo.
529|40.3802261|-3.6658938|﻿María Novo|﻿PUENTE DE VALLECAS|Hay promesas que naufragan&lt;br&gt;justo al ser pronunciadas
887|40.3789802|-3.6654908|﻿Pul21|﻿PUENTE DE VALLECAS|Eres el desastre más bonito de mi vida
888|40.3776112|-3.6630781|﻿Tirso Priscilo Vallecillos|﻿ENTREVÍAS|Somos el único rebaño en el que cada uno va a lo suyo.
530|40.3776001|-3.6612407|﻿Lorenzo Kraus|﻿PUENTE DE VALLECAS|A veces cruje el olvido&lt;br&gt;como si dijera tu nombre
297|40.3764036|-3.6601745|﻿ZPU|﻿PUENTE DE VALLECAS|¿Cómo puede este silencio&lt;br&gt;tener tantos decibelios?
1079|40.368563|-3.6632967|﻿Elsa López|﻿ENTREVÍAS|Estas tierras vacías para nadie. Para nadie tanto resplandor. Tanta luz para nadie
359|40.3837735|-3.6324567|﻿Guevas|﻿VILLA DE VALLECAS|¿Qué hace alguien como tú&lt;br&gt;en un cruce como éste?
670|40.3829379|-3.6304182|﻿Justa Nogales Morgado|﻿VILLA DE VALLECAS|No dura lo mismo,&lt;br&gt;una hora contigo que una hora sin ti.
1105|40.3817834|-3.624563|﻿Loquillo|﻿VILLA DE VALLECAS|No vine aquí para hacer amigos, pero sabes que siempre puedes contar conmigo.
889|40.3807311|-3.6258745|﻿sraholi|﻿VILLA DE VALLECAS|Que todo me sigue pareciendo precioso&lt;br&gt;cuando veo reír a mi madre.
531|40.3773088|-3.6301285|﻿Xavier Rossell|﻿VILLA DE VALLECAS|Tu parpadeo ante el frío&lt;br&gt;es una señal inequívoca de resistencia.
532|40.3709641|-3.6432526|﻿Fronty|﻿VILLA DE VALLECAS|¡Me importa un camino!
798|40.3838103|-3.6155024|﻿inevitaable|﻿VILLA DE VALLECAS|Escribir es lo único que sana&lt;br&gt;cuando no sabes cuál es la herida.
533|40.3845937|-3.6056735|﻿Loreto Sesma|﻿SANTA EUGENIA|La vida no se vive, se celebra.
154|40.3820241|-3.6100823|﻿Lady Hills20|﻿VILLA DE VALLECAS|Bésame antes de cruzar
65|40.37954|-3.6174255|﻿Alejandro González Sánchez|﻿VILLA DE VALLECAS|La épica nos espera
799|40.3798424|-3.6218284|﻿Ricardo Hernández Bravo|﻿VILLA DE VALLECAS|De cuanto se nos niega hago cimiento. Destilo de mi ser
534|40.3714198|-3.6074443|﻿Carlos G. Munté|﻿VILLA DE VALLECAS|¿Lo oyes? ¿El qué?&lt;br&gt;La lluvia bailando claqué
360|40.3684404|-3.6099448|﻿Beatriz Quiros|﻿VILLA DE VALLECAS|Lanzaré a tu noche oscura&lt;br&gt;los dados de mis dudas
535|40.3678743|-3.6010668|﻿Susana Benet|﻿LA GAVIA|Cruza la calle, a paso de peatón, una paloma.
298|40.3991155|-3.767522|﻿Raul Gonzalez Alameda|﻿LATINA|Alzó su mirada y sonrió.
90|40.3976177|-3.7578031|﻿Sergio C. Fanjul|﻿ALUCHE|¿Cómo va la seda?
989|40.3987212|-3.7606662|﻿CARLOS BRUNO CASTAÑEDA|﻿ALUCHE|Hallar una roca en el firmamento es cosa de pacientes, locos o insomnes. Giran.
982|40.3969104|-3.7656874|﻿Muhsin Al-Ramli|﻿ALUCHE|Huí solo, asustado&lt;br&gt;Dejando las tazas del té familiar a medias
671|40.3949422|-3.7681751|﻿Sara Castelar Lorca|﻿CAMPAMENTO|Todo el frío resulta insuficiente&lt;br&gt;para matar un himno.
536|40.3930567|-3.7677393|﻿L. Gamma|﻿LATINA|Que Madrid sería más fea&lt;br&gt;si no pasearas por ella.
537|40.3907115|-3.7665645|﻿Coque Malla|﻿EMPALME|Todos los días vuelvo a la ciudad y no encuentro a nadie.
894|40.395509|-3.7640425|﻿Aarón García|﻿ALUCHE|El hombre es un ser irracional&lt;br&gt;que se pasa toda la vida disimulándolo
909|40.393788|-3.7646641|﻿Màxim Huerta|﻿ALUCHE|Que la vida lo parezca
672|40.3928882|-3.7607374|﻿A. Gallego|﻿LATINA|Sin quererlo, te pienso.&lt;br&gt;Y sin pensarlo, te quiero.
361|40.3892141|-3.7619496|﻿Gonzalo Fernández Molinero|﻿LATINA|Soñar da vidas extra
538|40.3940883|-3.7579466|﻿Zahara|﻿ALUCHE|Huele a casa como al volver de vacaciones en septiembre
958|40.392305|-3.7582066|﻿Gsús Bonilla|﻿ALUCHE|Mientras quede una mariposa en el estómago habrá que defenderla
910|40.3896472|-3.7585554|﻿Rafael Otegui|﻿ALUCHE|Este es el borde exacto de las cosas:&lt;br&gt;acá las palabras cambian de estado.
539|40.3866501|-3.7605576|﻿Laura Nokten|﻿LATINA|Solo tengo esta vida&lt;br&gt;para cruzarme contigo
800|40.395028|-3.7554178|﻿Carmen Amat|﻿LATINA|Cada uno lucha&lt;br&gt;contra la gravedad de su piedra
801|40.3920741|-3.7557136|﻿Mercedes Cebrián Coello|﻿ALUCHE|Ser inmortal&lt;br&gt;es un poco cuestión de actitud.
802|40.3886584|-3.7557968|﻿María José Navarro Fernández|﻿LATINA|Hay ausencias que te acompañan&lt;br&gt;toda una vida
183|40.3849105|-3.7586398|﻿Guillermo Gardel|﻿LATINA|Abre tus brazos en luz.
850|40.3956776|-3.7535451|﻿Sara Zapata|﻿ALUCHE|Sujetos a un globo de helio&lt;br&gt;volaron adoquines con tus huellas.
540|40.3915491|-3.7514797|﻿La Carri|﻿LATINA|Lee entre pasos
673|40.3895332|-3.7516903|﻿Bárbara Cáceres Chomalí|﻿LATINA|El viernes, la tarde tiene miedo.
803|40.3871589|-3.7525633|﻿Hasier Larretxea|﻿ALUCHE|El miedo, dos manos&lt;br&gt;que forman una sola súplica.
151|40.3841597|-3.7547439|﻿Pilar Adón|﻿LATINA|En medio del silencio, el oído humano inventa una música
804|40.3907523|-3.743417|﻿Beatriz Rodríguez|﻿CARABANCHEL|Cuando arqueas la espalda, mi cuello gira noventa grados de placer
674|40.3880557|-3.7443598|﻿Andrés Pascual|﻿CARABANCHEL|Gotas de lluvia, disueltas en la tierra nos abrazamos
362|40.3828561|-3.747494|﻿La cueva de los locos|﻿CARABANCHEL|Te recuerdo rodeada&lt;br&gt;de carreteras secundarias
805|40.3805607|-3.7484944|﻿Minuscolezze|﻿CARABANCHEL|Solo Tú y Yo sabemos jugar&lt;br&gt;a Nosotros
541|40.3780935|-3.7483897|﻿Christina Rosenvinge|﻿CARABANCHEL|Si el monstruo te da miedo ¿Por Qué le das de comer?
806|40.388592|-3.7420034|﻿Santiago Auserón|﻿CARABANCHEL|La república es la calle, el universo es el barrio
675|40.3869811|-3.7432856|﻿Kike Babas|﻿CARABANCHEL|¡No hay Madrid sin Barrionalismo!
895|40.3863212|-3.7348419|﻿Esther Peñas Domingo|﻿PUERTA BONITA|Sueña. La boca. Con un plural de bocas amaneciéndose.
676|40.3846377|-3.7396592|﻿JOAQUIN QUIRALTE CASTILLO|﻿CARABANCHEL|Siete colores tiene tu voz&lt;br&gt;cuando te quedas.
542|40.3832954|-3.7412605|﻿Guillermo Martina López-Pelegrín|﻿CARABANCHEL|Incluso los sauces llorones&lt;br&gt;sonríen al verte
1071|40.3824087|-3.7431863|﻿Nuria Ruiz de Viñaspre|﻿CARABANCHEL|Me ha crecido un bosque por dentro
543|40.3808069|-3.7450263|﻿Etxailarena|﻿CARABANCHEL|Cuídate del recuerdo.
807|40.383604|-3.7293595|﻿Fito Cabrales|﻿CARABANCHEL|Lo que me llevara al final serán mis pasos no el camino
852|40.3811736|-3.7310983|﻿Residente|﻿ABRANTES|Lo más feo de la flor es el tallo, la belleza se alimenta de fallos
363|40.3772312|-3.7391603|﻿Andrea Valbuena|﻿PAN BENDITO|El amor, cuando merece la pena, no la conoce
677|40.3762586|-3.7448198|﻿Jorge Castro|﻿CARABANCHEL|Llevo que no soy de nadie&lt;br&gt;tatuado en la garganta
165|40.3832852|-3.7249527|﻿Iván Ferreiro|﻿ABRANTES|Dejemos que corra el aire y digámonos adiós
678|40.3807803|-3.7282061|﻿F.Brives|﻿CARABANCHEL|... y madreselvas&lt;br&gt;en las llagas del amor.
1072|40.3796954|-3.7298129|﻿María Cabañas|﻿ABRANTES|La suerte no es azar sino un montón de ideas ordenadas al compás
544|40.3760113|-3.7344584|﻿Langui|﻿PAN BENDITO|Date barniz en el pedigrí
545|40.3826253|-3.7231422|﻿Dove|﻿CARABANCHEL|Que tus sueños pesen más&lt;br&gt;que tus heridas.
546|40.3807701|-3.7257037|﻿Quique González|﻿ABRANTES|Como kamikazes enamorados, como pistoleros de sangre caliente
547|40.3783816|-3.7279889|﻿MARIA SAEZ|﻿CARABANCHEL|La inteligencia se muestra en saber&lt;br&gt;cuando callar
679|40.3760971|-3.7307972|﻿Flavia Company|﻿ABRANTES|He vuelto para decir que sé&lt;br&gt;lo que no tengo que saber.
364|40.3828296|-3.7113511|﻿María Eugenia Manzano Sanchez|﻿USERA|Te nombro mi pronombre para siempre
990|40.3788413|-3.7116945|﻿Carlos Luna|﻿PRADOLONGO|Tres golpes de campana y daremos la vuelta&lt;br&gt;para negar otro horizonte sin tejados
548|40.3757253|-3.7121947|﻿Verónica Aranda|﻿ORCASITAS|La ciudad crece en mí y me salva en la noche
127|40.3791743|-3.7076309|﻿Tarque|﻿PRADOLONGO|En la ciudad hay un desierto,&lt;br&gt;nadie quiere cruzarlo solo.
549|40.3831422|-3.701376|﻿UtopiaDiasRojos|﻿USERA|Eres un huracán que juega a ser viento.
550|40.3814688|-3.7016979|﻿Andrea Heb|﻿USERA|Te miro para mirarme. Cuando bailas y me miras, me siento música.
551|40.3840493|-3.6978918|﻿Cantandosola|﻿USERA|Ten, eleven, vuelve
552|40.3817283|-3.6975834|﻿Leiva|﻿ALMENDRALES|Mi alma la tripula el viento de tu respiración
680|40.3788086|-3.6952632|﻿Patricia Ramírez García|﻿USERA|¿Quedamos en tus sueños&lt;br&gt;esquina con mis besos?
221|40.3764547|-3.6958346|﻿Irene G Punto|﻿43385|Poesía brota en Madrid. Somos versos con raíz
808|40.375383|-3.6945645|﻿Saripower|﻿USERA|Desármame con tu risa y no con armas.&lt;br&gt;Dispárame con besos y no con balas.
1051|40.3865643|-3.6973715|﻿Víctor Manuel|﻿USERA|Digo España y qué bien suena esa palabra. No la arrojo contra nadie, contra nada
1124|40.3854896|-3.6958667|﻿Rupi Kaur|﻿ALMENDRALES|Pero no fui hecha con un fuego en mi vientre para poder ser sofocado.
809|40.3810255|-3.6954752|﻿SofíadeÁfrica|﻿USERA|La experiencia es lo último que se pierde.
578|40.3961494|-3.7739244|﻿Beatriz Ausejo|﻿LATINA|Me sobra fiesta, me falta siesta
1002|40.3950689|-3.7731492|﻿Antonio de Egipto|﻿CAMPAMENTO|El bosque es el primigenio nudo iniciático,&lt;br&gt;el hogar de los hombres perdidos.
681|40.3889832|-3.7658631|﻿Arantxa Ortega|﻿LATINA|Vérsame, Vérsame mucho...
810|40.3857982|-3.7614025|﻿María Vera|﻿ALUCHE|Escupo la flor. Me trago la espina. En mi dolor mando yo
553|40.3848012|-3.760689|﻿Fernando Marías|﻿ALUCHE|Los recuerdos son como los libros.&lt;br&gt;Solo importan los que permanecen
811|40.3764312|-3.7505503|﻿Leonor Antón|﻿CARABANCHEL|Ser hasta crear una especie de quietud en medio de la tempestad
299|40.3749488|-3.7467778|﻿Marta Vázquez Capón|﻿CARABANCHEL|Imagina qué valientes&lt;br&gt;tras vencer el huracán
1062|40.3732364|-3.7416628|﻿Almudena Vega|﻿CARABANCHEL|Aprendamos de óxido&lt;br&gt;esa hazaña del metal por escapar de la forma.
812|40.3739557|-3.7359376|﻿cecivo demil|﻿CARABANCHEL|Disfrutar del camino es mejor que llegar
983|40.3740109|-3.7331467|﻿Carles Oviedo|﻿USERA|No te dejes llevar por las malas influencers
682|40.3734714|-3.7294614|﻿Amalia Iglesias|﻿ABRANTES|El camino ha borrado los pasos usados
554|40.3736634|-3.7230054|﻿Marisol HUERTA NIEMBRO|﻿CARABANCHEL|El silencio transforma el amanecer&lt;br&gt;en agua, en un cuerpo que espera
555|40.3737514|-3.7190585|﻿Duende Josele|﻿ORCASITAS|¡Cuánto pesa un corazón vacío!
556|40.3736738|-3.7156293|﻿Blanca Alonso García|﻿USERA|De tu mano todo cambia
557|40.3727746|-3.7103963|﻿Inma Chacón|﻿ORCASITAS|Abriré las puertas del mundo y dejaré que entre el aire
