id|latitud|longitud|autor|barrio|verso
813|40.3720798|-3.7072259|﻿Lara Estrella Silva|﻿USERA|Los versos son limosna&lt;br&gt;para corazones rotos
683|40.3710376|-3.7029477|﻿Alicia Es. Martínez Juan|﻿ORCASITAS|El miedo es la silla más cómoda&lt;br&gt;que le puedes acercar a alguien cansado
814|40.3711092|-3.7003809|﻿Guzmán García|﻿USERA|Somos colmena y semilla,&lt;br&gt;avispa y fruto.
558|40.3707648|-3.6959028|﻿Misotrascosas|﻿USERA|Para hablar de amor,&lt;br&gt;sobran las palabras
559|40.3714046|-3.6923155|﻿Antonio Flores|﻿ANTONIO FLORES|Puedo nadar sobre la lava de un volcán
890|40.3866379|-3.765336|﻿Txetxu González|﻿LATINA|Es la temeridad de cruzar al otro lado&lt;br&gt;la virtud que nos acerca y predispone
184|40.3841882|-3.7655399|﻿Antonio Jiménez Paz|﻿FANJUL|Libertad para escribir, libertad para borrar
365|40.383702|-3.7676722|﻿Neli Fdez|﻿LATINA|Madrid, te extraño
941|40.3829542|-3.7718148|﻿Luis Alberto de Cuenca|﻿LAS ÁGUILAS|Ven, oh tú, palpitante enredadera de destrucción y plenitud, oh vida.
953|40.3822555|-3.7752736|﻿Jose Nieto|﻿CAMPAMENTO|Florecerán los campos no temas al dolor:&lt;br&gt;nuestra raza se concibió en la belleza
222|40.3793644|-3.7764833|﻿Roberto Martínez|﻿LATINA|No hay nada más castizo&lt;br&gt;que tu mirada
684|40.3807425|-3.7687464|﻿Rafa Pons|﻿LAS ÁGUILAS|El Amor parece un perro pero es un gato
115|40.3792816|-3.7696731|﻿lu|﻿LATINA|Madrid me duele.
942|40.3773323|-3.7720778|﻿Álex Ayala|﻿LAS ÁGUILAS|Ante las miles de carambolas posibles solo hay un tiro
685|40.3778993|-3.7668608|﻿ALBERTO GARCÍA-TERESA|﻿LAS ÁGUILAS|A PESAR DEL MURO, LA HIEDRA
300|40.375148|-3.7654661|﻿Sandra Corrius|﻿LATINA|Al planeta también le gusta más&lt;br&gt;cuando sonríes
560|40.3778686|-3.7838647|﻿José María Gómez Valero|﻿LATINA|La lucha por palpar con las palabras&lt;br&gt;el brillo oculto de estos días.
815|40.3746116|-3.7755357|﻿LAMPI|﻿LATINA|Tan a tus pies y a la vez tan elevada
223|40.3741723|-3.7731949|﻿Juan Ceñal|﻿LATINA|Juguemos a desenredarnos&lt;br&gt;las estrellas del pelo..
561|40.3727992|-3.7657893|﻿Miren Iza|﻿CUATRO VIENTOS|Teje, araña, teje, que tus hijos no se puedan caer
911|40.3724661|-3.7610257|﻿Marta Arteaga|﻿BUENAVISTA|La lluvia dicta el inicio de la tormenta y su fin
964|40.3721667|-3.7588135|﻿Jose luis Blanco rubio|﻿USERA|Camina lejos aunque el trayecto sea corto
110|40.3719838|-3.7544409|﻿Alba Ribas|﻿CARABANCHEL|Amor disléxico: el resto de tu lado a mi vida
75|40.3654454|-3.7715909|﻿Ángel Guinda|﻿CUATRO VIENTOS|Salgo del mundo cuando entro en ti
301|40.3696766|-3.7658805|﻿Petricor|﻿CARABANCHEL|Recuerde caminante, debajo&lt;br&gt;del asfalto sigue habiendo tierra
224|40.3672326|-3.7647915|﻿María Vera|﻿LA PESETA|Ingenuidad la tuya por creer que la mía no es fingida
63|40.3661761|-3.7637024|﻿Joaquín Calderón|﻿CARABANCHEL|&nbsp;La palabra corazón guarda todas las luchas
225|40.362575|-3.7574155|﻿Leticia Torcal Hernández|﻿CARABANCHEL|Mi corazón&lt;br&gt;se pone rojo cuando lo desnudas
816|40.3632475|-3.7643355|﻿Carlos Gómez B.|﻿CARABANCHEL|Le regaló una flor con&lt;br&gt;el último pétalo, y le dijo: tú decides
919|40.3753288|-3.7507931|﻿Pablo Morante|﻿CARABANCHEL|También las estrellas muestran en pleno día su irrelevancia
185|40.3701181|-3.7532178|﻿Jesús Vargas|﻿CARABANCHEL|Eres lo que haces
817|40.3674094|-3.7533881|﻿Francisco Martiñán Fernández|﻿CARABANCHEL|El miedo a la marea&lt;br&gt;nunca le impidió dejar huella.
562|40.3618659|-3.7539769|﻿Angel Calle Collado|﻿CARABANCHEL|Cuando los pájaros me visiten libres&lt;br&gt;yo seré libre también
563|40.3731077|-3.7472712|﻿Carmen Di Bella García|﻿CARABANCHEL|¿Quién puso ahí las piedras&lt;br&gt;que edifican tu cárcel?
818|40.3717667|-3.7478526|﻿M.Padilla|﻿CARABANCHEL|Si tengo que equivocarme&lt;br&gt;que sea contigo.
891|40.3646484|-3.7484997|﻿Almoiane|﻿CARABANCHEL|Camina hacia el cambio que ansías en tu monótona rutina
686|40.3627304|-3.7475019|﻿Anabel Pérez Pizarro|﻿CARABANCHEL|Vestirse con la desnudez del día&lt;br&gt;y dejar la noche cargada de insomnios.
564|40.3707894|-3.7375993|﻿Rebeca Barrón|﻿CARABANCHEL|El tiempo llegó tarde,&lt;br&gt;se fió de su tic tac
687|40.3697186|-3.739965|﻿Antonio Jiménez Paz|﻿BUENAVISTA|Ojalá un vapor del cielo me rebose por dentro
366|40.3673756|-3.7406543|﻿Antonio Maldonado Muñoz|﻿CARABANCHEL|Los árboles torcidos&lt;br&gt;dan sombras más largas.
565|40.3632787|-3.7403191|﻿Rodolfo Serrano|﻿CARABANCHEL|Tú tan guapa y yo en los mismos bares
107|40.3689287|-3.7123825|﻿Hasier Larretxea|﻿ORCASITAS|Gure itzalek&lt;br&gt;iraganean deklinatzen dute.
819|40.3667217|-3.7123516|﻿Toñi Magdalena|﻿USERA|Ley de vida...seguir caminando.
688|40.3694764|-3.6959768|﻿enelmarmasprofundo|﻿USERA|Mira a un lado, mira a otro...&lt;br&gt;y mírate dentro.
820|40.3668892|-3.6971139|﻿Óscar Aguado|﻿ORCASUR|Ser consciente de tus movimientos es como salir a la superficie
566|40.3653464|-3.6982874|﻿Lydia Fernández Pereda|﻿USERA|En este preciso instante&lt;br&gt;he sido solo yo
238|40.3681787|-3.6940375|﻿Esther Bendahan|﻿SANFERMÍN|Detrás de cada huida, está el deseo de partir
896|40.368186|-3.6917697|﻿Dory Lansorena|﻿USERA|Ahítos de silencio abrazan al paso&lt;br&gt;los versos llenos de ilusión y esperanza
567|40.3669036|-3.6903267|﻿Brane Mozetič|﻿SAN FERMÍN|ne dviguj zastorov, dragi&lt;br&gt;da svetloba ne prodre do naju
91|40.3657734|-3.6884155|﻿Carlos Salem|﻿SAN FERMÍN|No es saltar al vacío, si está lleno de nosotros
92|40.3648619|-3.6866748|﻿Sagra|﻿USERA|Sigue las señales.
689|40.3630472|-3.6844137|﻿Guille Galván|﻿SAN FERMÍN|Y si después de todo…resultan que las pistas eran el tesoro
568|40.3659615|-3.6923317|﻿Ana Chinchi|﻿VILLAVERDE|Que tu voz calle miradas.
76|40.3625454|-3.7000457|﻿Coriolano González Montañez|﻿LOS ÁNGELES|La Literatura es distancia
1003|40.3602963|-3.6957782|﻿Lola Nieto|﻿LOS ÁNGELES|Mi garganta es una gruta deslizante de acentos. La forma musical para sanar.
367|40.3575943|-3.6959177|﻿MDVigo|﻿VILLAVERDE|Te verso, me versas, nos versamos
1104|40.3526939|-3.6991404|﻿Javier Campelo Bermejo|﻿VILLAVERDE|Incluso en el calor voraz de cada asfixia&lt;br&gt;Voy derramando sombra de montaña
821|40.361686|-3.6934045|﻿Escandar Algeet|﻿CIUDAD DE LOS ÁNGELES|Mire donde mire solo veo mujeres luchando
569|40.3586346|-3.6934474|﻿Juan Antonio Torrero González|﻿VILLAVERDE|Mientras esperas,&lt;br&gt;Miradas cercanas,&lt;br&gt;Vidas lejanas,&lt;br&gt;En las aceras
822|40.3508633|-3.6936674|﻿María GT|﻿VILLAVERDE|Nadie mejor que tú para brillar
166|40.349684|-3.6920204|﻿Violet La Velvet|﻿VILLAVERDE|Besos que no has de beber&lt;br&gt;déjalos con sed
570|40.3457018|-3.6934448|﻿Adrián Durán Caballero|﻿VILLAVERDE|Que la vida te regale lo que sueñes
1052|40.3439151|-3.6930665|﻿Gema Fernández Martínez|﻿CARABANCHEL|Como un mantra doméstico repito:&lt;br&gt;Una hemorragia, el mundo. Tú y yo un coágulo.
823|40.3623942|-3.6900369|﻿Elvira Lozano|﻿CIUDAD DE LOS ÁNGELES|estoy perdida en el bosque&lt;br&gt;pero yo soy el lobo
134|40.3588002|-3.6896467|﻿Luis Aguilar Vera|﻿VILLAVERDE|Caminar deja huella.
571|40.351632|-3.6917925|﻿AF.Acebo|﻿VILLAVERDE|Planea la vida&lt;br&gt;como si estuvieras volando
1004|40.3599999|-3.6826917|﻿Esther Garboni|﻿LOS ROSALES|Hoy somos más viejos que nunca, piensas; pero nunca serás ya tan joven como hoy.
572|40.3538069|-3.6895783|﻿Inés Abalo Rodríguez|﻿VILLAVERDE|Sin poesía no se vuela
573|40.3527419|-3.6834481|﻿Langui|﻿VILLAVERDE|Parece que a la acera la han rajado&lt;br&gt;con un cúter
93|40.356832|-3.6812729|﻿Jesús Fernández Úbeda|﻿VILLAVERDE|Aquí mancillé mi beatitud
824|40.3538396|-3.6801691|﻿SALVADOR J. TAMAYO|﻿VILLAVERDE|Europa es una señora vieja y cansada.
368|40.3516095|-3.6779563|﻿Pablo Blanco|﻿VILLAVERDE|¿Quién puede amar con la garganta rota?
574|40.3506192|-3.6773274|﻿Christina Rosenvinge|﻿VILLAVERDE|No hay que segar, segadora.&lt;br&gt;&nbsp;Deja la hierba crecer.
575|40.3492997|-3.7132851|﻿VILA|﻿VILLAVERDE|Un par de lunáticos perdidos&lt;br&gt;en otro espacio.
984|40.3495184|-3.70942|﻿Victoria Ash|﻿VILLAVERDE|No estoy por encima ni por debajo de nadie: los abrazos se dan entre iguales
128|40.3501358|-3.7054115|﻿Ismael Serrano|﻿VILLAVERDE|Antes de rendirnos fuimos eternos
94|40.3500366|-3.7030363|﻿Alejandro Zamorano Castillo|﻿VILLAVERDE|La llamé y vino tinto
576|40.3491628|-3.6991337|﻿Juan Ángel Asensio Carrasco|﻿VILLAVERDE|Cuando regresemos del viaje la tormenta será otra.
577|40.3466566|-3.7159592|﻿Peru Saizprez|﻿VILLAVERDE|Ella poseía poesía
95|40.3440195|-3.7171582|﻿Félix Valdivieso|﻿VILLAVERDE|Hasta la nada tiene algo
970|40.3422153|-3.7149828|﻿Patricia Andrada|﻿VILLAVERDE|Cada vez que consigo ordenar mi pasado, la vida me trae más.
98|40.3419578|-3.7124629|﻿Felipe Zapico Alonso|﻿VILLAVERDE|Somos lo que sobrevivimos.
825|40.3414457|-3.7066627|﻿Antonio Hernández|﻿VILLAVERDE|Conocerte&lt;br&gt;no estaba dentro de mi esperanza
99|40.3423002|-3.7072782|﻿DEPEDRO|﻿VILLAVERDE|Tienen el reloj, yo tengo el tiempo
66|40.3460536|-3.7062938|﻿Ana Pérez Cañamares|﻿VILLAVERDE|Defiende tus alas.
302|40.3494918|-3.7062683|﻿Luis Ramiro|﻿VILLAVERDE|Mi riqueza es negar tus limosnas
